Date/Time,Electricity:Facility [J](Hourly),Electricity:HVAC [J](Hourly),Refrigeration:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Gas:Facility [J](Hourly),Gas:HVAC [J](Hourly),Heating:Gas [J](Hourly) 
 10/18  18:00:00,601676823.1127116,18732648.964277504,201420607.90843413,292934.67856321876,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,71331635.24606577,71331635.24606577,71331635.24606577 
 10/18  19:00:00,607572098.0432909,18439714.285714285,237998728.71757687,0.0,0.0,258573770.64,83783674.79999991,8776209.6,18439714.285714285,84314286.5191964,84314286.5191964,84314286.5191964 
 10/18  20:00:00,563156011.4127696,18439714.285714285,201460828.08705534,0.0,0.0,251447354.64000003,83023783.19999998,8784331.2,18439714.285714285,91801140.37004695,91801140.37004695,91801140.37004695 
 10/18  21:00:00,524758556.4525713,18439714.285714285,194890415.4868572,0.0,0.0,219765061.07999999,83037751.19999995,8625614.4,18439714.285714285,106765114.7608919,106765114.7608919,106765114.7608919 
 10/18  22:00:00,340311520.7452849,18439714.285714285,101589332.49957064,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18439714.285714285,118133771.94622794,118133771.94622794,118133771.94622794 
 10/18  23:00:00,255845242.7269488,18498948.979591837,76670378.42735669,0.0,0.0,72104182.92,79903436.40000008,8668296.0,18498948.979591837,133279997.24375612,133279997.24375612,133279997.24375612 
 10/18  24:00:00,242870107.9163317,18716142.85714286,72281253.57918872,0.0,0.0,71269399.08,74723965.2,5879347.2,18716142.85714286,150747759.57408265,150747759.57408265,150747759.57408265 
 10/19  01:00:00,226721996.60428933,18716142.85714286,74927479.74714631,0.0,0.0,57379838.4,72118421.99999997,3580113.6000000007,18716142.85714286,159492884.04214854,159492884.04214854,159492884.04214854 
 10/19  02:00:00,226313837.24279357,18716142.85714286,73719419.10565065,0.0,0.0,57300083.28,72984211.19999999,3593980.8000000005,18716142.85714286,170964634.1821108,170964634.1821108,170964634.1821108 
 10/19  03:00:00,225354761.29342307,18716142.85714286,72104783.51628012,0.0,0.0,57331053.72,73610485.19999999,3592296.0,18716142.85714286,178147795.91150633,178147795.91150633,178147795.91150633 
 10/19  04:00:00,226058134.61595647,18716142.85714286,71299638.39881347,0.0,0.0,57571889.76,74879852.39999996,3590611.2,18716142.85714286,183975793.92787535,183975793.92787535,183975793.92787535 
 10/19  05:00:00,225933188.7086464,18716142.85714286,69761649.2915033,0.0,0.0,58561256.160000007,75312471.60000006,3581668.8000000005,18716142.85714286,183944377.10863627,183944377.10863627,183944377.10863627 
 10/19  06:00:00,235675231.30097569,18716142.85714286,71878204.28383266,0.0,0.0,61319806.56,77202194.39999996,6558883.200000001,18716142.85714286,178257401.43752224,178257401.43752224,178257401.43752224 
 10/19  07:00:00,377230160.733254,18716142.85714286,150445039.276111,0.0,0.0,119113540.2,80247873.59999995,8707564.799999999,18716142.85714286,165490269.40058507,165490269.40058507,165490269.40058507 
 10/19  08:00:00,429895078.4738375,18716142.85714286,193063624.57669438,0.0,0.0,128329723.44,83338419.60000007,6447168.0,18716142.85714286,149251251.32861424,149251251.32861424,149251251.32861424 
 10/19  09:00:00,461588179.5347096,18716142.85714286,177155015.71756665,0.0,0.0,179212120.56,84053905.20000009,2450995.2,18716142.85714286,123854327.28068386,123854327.28068386,123854327.28068386 
 10/19  10:00:00,578586561.5871629,18637163.265306124,202378715.7618568,0.0,0.0,271454585.76,84613298.39999993,1502798.4,18637163.265306124,94615615.24080833,94615615.24080833,94615615.24080833 
 10/19  11:00:00,592857892.1802995,18439714.285714285,201568499.5345854,0.0,0.0,287326674.36,83900671.19999999,1622332.8,18439714.285714285,65921740.951042998,65921740.951042998,65921740.951042998 
 10/19  12:00:00,603533619.7791425,30017656.57843999,201163969.7207025,11577942.292725705,0.0,288242522.28,83561176.80000003,548294.4,18439714.285714285,51155882.24554747,51155882.24554747,51155882.24554747 
 10/19  13:00:00,644453032.153975,45453547.151740398,219292805.6422348,27013832.86602611,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,43504184.7479994,43504184.7479994,43504184.7479994 
 10/19  14:00:00,676041637.984908,52631019.113015647,247661299.63189254,34191304.82730135,0.0,291791858.04,83753427.59999994,204033.6,18439714.285714285,41000048.26857941,41000048.26857941,41000048.26857941 
 10/19  15:00:00,689212844.3588811,57037647.85956482,252840935.33931638,38597933.57385054,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,39928194.09296953,39928194.09296953,39928194.09296953 
 10/19  16:00:00,650494180.4345391,52960538.57302089,220953297.54151816,34520824.2873066,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,43994000.75446839,43994000.75446839,43994000.75446839 
 10/19  17:00:00,653531845.5359546,47702430.8124662,219506267.28348855,29262716.526751918,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,48607562.211821127,48607562.211821127,48607562.211821127 
 10/19  18:00:00,631679835.0505416,43118030.346524138,207038238.46401758,24678316.060809845,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,51127664.25648332,51127664.25648332,51127664.25648332 
 10/19  19:00:00,585809009.2640237,37506412.27950076,224860861.94452305,19066697.993786478,0.0,230881850.64,83783674.79999991,8776209.6,18439714.285714285,52077044.78740916,52077044.78740916,52077044.78740916 
 10/19  20:00:00,494730836.5248158,29423916.138112658,205127211.34670339,10984201.852398372,0.0,168371594.64,83023783.19999998,8784331.2,18439714.285714285,54548731.25615522,54548731.25615522,54548731.25615522 
 10/19  21:00:00,478544717.07981768,21928703.43929647,200571426.9605214,3488989.1535821848,0.0,164381221.07999999,83037751.19999995,8625614.4,18439714.285714285,58650471.55514349,58650471.55514349,58650471.55514349 
 10/19  22:00:00,318598636.70948329,18818283.636487359,107189799.11299587,378569.35077307277,0.0,100703865.96,83252001.59999992,8634686.4,18439714.285714285,58284554.71296082,58284554.71296082,58284554.71296082 
 10/19  23:00:00,270313388.1398423,18439714.285714285,105043718.53412773,0.0,0.0,58258222.92,79903436.40000008,8668296.0,18439714.285714285,80659665.58703023,80659665.58703023,80659665.58703023 
 10/19  24:00:00,245273962.0664927,18548311.224489795,88698899.36200273,0.0,0.0,57423439.08,74723965.2,5879347.2,18548311.224489795,108973545.23060955,108973545.23060955,108973545.23060955 
 10/20  01:00:00,230249693.99752409,18716142.85714286,78455177.14038104,0.0,0.0,57379838.4,72118421.99999997,3580113.6000000007,18716142.85714286,115680167.94101745,115680167.94101745,115680167.94101745 
 10/20  02:00:00,230384966.5368933,18716142.85714286,77790548.39975038,0.0,0.0,57300083.28,72984211.19999999,3593980.8000000005,18716142.85714286,128074063.56644464,128074063.56644464,128074063.56644464 
 10/20  03:00:00,229220435.93011485,18716142.85714286,75970458.1529719,0.0,0.0,57331053.72,73610485.19999999,3592296.0,18716142.85714286,148361229.1520375,148361229.1520375,148361229.1520375 
 10/20  04:00:00,230435226.53165479,18716142.85714286,75676730.31451179,0.0,0.0,57571889.76,74879852.39999996,3590611.2,18716142.85714286,149730852.93533478,149730852.93533478,149730852.93533478 
 10/20  05:00:00,231080515.5848918,18716142.85714286,74908976.16774874,0.0,0.0,58561256.160000007,75312471.60000006,3581668.8000000005,18716142.85714286,151172938.60028438,151172938.60028438,151172938.60028438 
 10/20  06:00:00,239334660.11128576,18716142.85714286,75537633.09414278,0.0,0.0,61319806.56,77202194.39999996,6558883.200000001,18716142.85714286,147335837.79057718,147335837.79057718,147335837.79057718 
 10/20  07:00:00,379994959.9307878,18716142.85714286,153209838.4736448,0.0,0.0,119113540.2,80247873.59999995,8707564.799999999,18716142.85714286,143550247.26597537,143550247.26597537,143550247.26597537 
 10/20  08:00:00,432671883.70810446,18716142.85714286,195840429.81096138,0.0,0.0,128329723.44,83338419.60000007,6447168.0,18716142.85714286,126830762.78001797,126830762.78001797,126830762.78001797 
 10/20  09:00:00,407012658.3526111,18716142.85714286,177963334.53546814,0.0,0.0,123828280.56,84053905.20000009,2450995.2,18716142.85714286,105669696.1897462,105669696.1897462,105669696.1897462 
 10/20  10:00:00,440075633.0371549,18716142.85714286,202248407.62001202,0.0,0.0,132994985.75999999,84613298.39999993,1502798.4,18716142.85714286,82579319.17087165,82579319.17087165,82579319.17087165 
 10/20  11:00:00,521693671.78937068,25488881.833249194,206430871.59612168,6910953.26182062,0.0,204250914.36,83900671.19999999,1622332.8,18577928.57142857,48831003.233384188,48831003.233384188,48831003.233384188 
 10/20  12:00:00,529797390.62812706,35707156.71967206,204814000.42845506,17267442.433957779,0.0,205166762.28,83561176.80000003,548294.4,18439714.285714285,41641085.658834908,41641085.658834908,41641085.658834908 
 10/20  13:00:00,611051790.8140454,43833176.78994486,215203854.6641008,25393462.50423057,0.0,267586238.16,84204269.9999999,224251.19999999999,18439714.285714285,39524901.467965368,39524901.467965368,39524901.467965368 
 10/20  14:00:00,637239898.0577366,51104058.18086195,238078440.63687475,32664343.89514767,0.0,264099938.04,83753427.59999994,204033.6,18439714.285714285,37575742.84655113,37575742.84655113,37575742.84655113 
 10/20  15:00:00,652166633.5354343,55250071.783511538,245274220.5919227,36810357.49779725,0.0,267144393.96,83806142.40000008,691804.8,18439714.285714285,38097813.53122598,38097813.53122598,38097813.53122598 
 10/20  16:00:00,619487728.3977056,54073125.630354288,216526178.44735117,35633411.34464,0.0,262425042.72,83691799.20000009,2771582.4,18439714.285714285,40494906.49739631,40494906.49739631,40494906.49739631 
 10/20  17:00:00,622638896.4449694,48440747.887436378,215566921.11753325,30001033.601722097,0.0,268471322.64,83750234.4,6409670.4,18439714.285714285,43942507.79261546,43942507.79261546,43942507.79261546 
 10/20  18:00:00,547559672.5238865,41029657.32190942,208082208.96197716,22589943.036195138,0.0,205460378.64,84192901.20000004,8794526.4,18439714.285714285,48492844.977008808,48492844.977008808,48492844.977008808 
 10/20  19:00:00,497656696.45285549,34259368.642238978,223031352.77061663,15819654.356524688,0.0,147806090.64,83783674.79999991,8776209.6,18439714.285714285,51072229.72569623,51072229.72569623,51072229.72569623 
 10/20  20:00:00,464637997.97202947,28762357.664702234,203387851.26732723,10322643.378987948,0.0,140679674.64,83023783.19999998,8784331.2,18439714.285714285,52297542.68082699,52297542.68082699,52297542.68082699 
 10/20  21:00:00,450701923.12630066,22375810.47731393,199973445.96898688,3936096.191599643,0.0,136689301.07999999,83037751.19999995,8625614.4,18439714.285714285,57438215.83068341,57438215.83068341,57438215.83068341 
 10/20  22:00:00,346810584.31359246,18918856.013428276,107609254.34016419,479141.7277139913,0.0,128395785.96,83252001.59999992,8634686.4,18439714.285714285,57266695.48054453,57266695.48054453,57266695.48054453 
 10/20  23:00:00,270813535.2720066,18452510.96377568,105531068.98823068,12796.678061397462,0.0,58258222.92,79903436.40000008,8668296.0,18439714.285714285,74526925.70673275,74526925.70673275,74526925.70673275 
 10/20  24:00:00,232973057.34338237,18508821.428571427,76437484.43481083,0.0,0.0,57423439.08,74723965.2,5879347.2,18508821.428571427,102594118.57464247,102594118.57464247,102594118.57464247 
 10/21  01:00:00,244386024.44814379,18716142.85714286,78745547.59100075,0.0,0.0,71225798.4,72118421.99999997,3580113.6000000007,18716142.85714286,112780607.71007988,112780607.71007988,112780607.71007988 
 10/21  02:00:00,243607782.27189113,18716142.85714286,77167404.13474813,0.0,0.0,71146043.28,72984211.19999999,3593980.8000000005,18716142.85714286,126950638.14348199,126950638.14348199,126950638.14348199 
 10/21  03:00:00,243390723.0298524,18716142.85714286,76294785.25270944,0.0,0.0,71177013.72,73610485.19999999,3592296.0,18716142.85714286,136487747.1917611,136487747.1917611,136487747.1917611 
 10/21  04:00:00,245489857.5831869,18716142.85714286,76885401.36604393,0.0,0.0,71417849.75999999,74879852.39999996,3590611.2,18716142.85714286,131086922.25566432,131086922.25566432,131086922.25566432 
 10/21  05:00:00,245592134.20568023,18716142.85714286,75574634.78853716,0.0,0.0,72407216.16,75312471.60000006,3581668.8000000005,18716142.85714286,138747228.82499594,138747228.82499594,138747228.82499594 
 10/21  06:00:00,247279178.0779916,18716142.85714286,69636191.06084869,0.0,0.0,75165766.56,77202194.39999996,6558883.200000001,18716142.85714286,144290432.5597757,144290432.5597757,144290432.5597757 
 10/21  07:00:00,396815114.6800671,18716142.85714286,142338073.2229242,0.0,0.0,146805460.2,80247873.59999995,8707564.799999999,18716142.85714286,136162517.51136265,136162517.51136265,136162517.51136265 
 10/21  08:00:00,462500016.9843794,18716142.85714286,197976643.0872363,0.0,0.0,156021643.44,83338419.60000007,6447168.0,18716142.85714286,118036058.74420777,118036058.74420777,118036058.74420777 
 10/21  09:00:00,519733157.19047608,18716142.85714286,179916153.37333314,0.0,0.0,234595960.56,84053905.20000009,2450995.2,18716142.85714286,94627567.57395175,94627567.57395175,94627567.57395175 
 10/21  10:00:00,607909043.4250549,18538438.775510204,204108002.08954469,0.0,0.0,299146505.76,84613298.39999993,1502798.4,18538438.775510204,68339107.49192193,68339107.49192193,68339107.49192193 
 10/21  11:00:00,598879665.6901386,23751351.96036773,202278635.36977098,5311637.67465345,0.0,287326674.36,83900671.19999999,1622332.8,18439714.285714285,54032291.52837295,54032291.52837295,54032291.52837295 
 10/21  12:00:00,607994989.1773503,34442412.61277356,201200583.08457677,16002698.327059277,0.0,288242522.28,83561176.80000003,548294.4,18439714.285714285,51676470.47804962,51676470.47804962,51676470.47804962 
 10/21  13:00:00,626089323.2842349,40840463.3549656,205542180.56926949,22400749.069251315,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,51050249.42318452,51050249.42318452,51050249.42318452 
 10/21  14:00:00,673072191.890968,45638083.98092374,251684788.67004428,27198369.69520946,0.0,291791858.04,83753427.59999994,204033.6,18439714.285714285,50581932.877642739,50581932.877642739,50581932.877642739 
 10/21  15:00:00,681166253.6314538,54277126.30815704,247554866.16329674,35837412.02244276,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,44231449.66877552,44231449.66877552,44231449.66877552 
 10/21  16:00:00,650635227.7711253,53912527.50902966,220142355.94209556,35472813.22331537,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,43849763.90959263,43849763.90959263,43849763.90959263 
 10/21  17:00:00,646558939.8189,47305790.6519411,212930001.726959,28866076.366226816,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,49752302.39712144,49752302.39712144,49752302.39712144 
 10/21  18:00:00,624689192.108574,37522497.47169894,205643128.3968751,19082783.185984658,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,56059841.96892913,56059841.96892913,56059841.96892913 
 10/21  19:00:00,622278003.6919744,26397608.714996496,244746739.93697808,7957894.42928221,0.0,258573770.64,83783674.79999991,8776209.6,18439714.285714285,60688582.95340663,60688582.95340663,60688582.95340663 
 10/21  20:00:00,566158634.3760086,18637400.097262019,204265765.23874683,197685.81154773289,0.0,251447354.64000003,83023783.19999998,8784331.2,18439714.285714285,71479550.50879777,71479550.50879777,71479550.50879777 
 10/21  21:00:00,525777729.9390553,18439714.285714285,195909588.97334124,0.0,0.0,219765061.07999999,83037751.19999995,8625614.4,18439714.285714285,92988946.16292018,92988946.16292018,92988946.16292018 
 10/21  22:00:00,340619088.9513433,18439714.285714285,101896900.70562902,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18439714.285714285,108975580.95654102,108975580.95654102,108975580.95654102 
 10/21  23:00:00,266477000.88782893,18439714.285714285,87361371.28211439,0.0,0.0,72104182.92,79903436.40000008,8668296.0,18439714.285714285,128463311.43888396,128463311.43888396,128463311.43888396 
 10/21  24:00:00,243209030.0746039,18647035.714285718,72689282.88031802,0.0,0.0,71269399.08,74723965.2,5879347.2,18647035.714285718,143821738.97877289,143821738.97877289,143821738.97877289 
 10/22  01:00:00,240705003.41790015,18716142.85714286,75064526.56075709,0.0,0.0,71225798.4,72118421.99999997,3580113.6000000007,18716142.85714286,157572098.18986876,157572098.18986876,157572098.18986876 
 10/22  02:00:00,240835668.50755243,18716142.85714286,74395290.37040943,0.0,0.0,71146043.28,72984211.19999999,3593980.8000000005,18716142.85714286,165683965.22394885,165683965.22394885,165683965.22394885 
 10/22  03:00:00,241358944.66732259,18716142.85714286,74263006.89017964,0.0,0.0,71177013.72,73610485.19999999,3592296.0,18716142.85714286,168375482.03105749,168375482.03105749,168375482.03105749 
 10/22  04:00:00,241467408.9763762,18716142.85714286,72862952.75923319,0.0,0.0,71417849.75999999,74879852.39999996,3590611.2,18716142.85714286,174176677.5059564,174176677.5059564,174176677.5059564 
 10/22  05:00:00,239206089.40748597,18716142.85714286,69188589.99034289,0.0,0.0,72407216.16,75312471.60000006,3581668.8000000005,18716142.85714286,182229940.25584889,182229940.25584889,182229940.25584889 
 10/22  06:00:00,217067932.9444496,18716142.85714286,39424945.92730661,0.0,0.0,75165766.56,77202194.39999996,6558883.200000001,18716142.85714286,177236082.89854033,177236082.89854033,177236082.89854033 
 10/22  07:00:00,354732470.7441098,18716142.85714286,100255429.28696685,0.0,0.0,146805460.2,80247873.59999995,8707564.799999999,18716142.85714286,158735170.77090649,158735170.77090649,158735170.77090649 
 10/22  08:00:00,456981398.1266423,18716142.85714286,192458024.2294992,0.0,0.0,156021643.44,83338419.60000007,6447168.0,18716142.85714286,152770216.24673427,152770216.24673427,152770216.24673427 
 10/22  09:00:00,515314228.25561878,18716142.85714286,175497224.43847589,0.0,0.0,234595960.56,84053905.20000009,2450995.2,18716142.85714286,146560618.88427527,146560618.88427527,146560618.88427527 
 10/22  10:00:00,601577796.7752373,18716142.85714286,197599051.35809443,0.0,0.0,299146505.76,84613298.39999993,1502798.4,18716142.85714286,127774569.4603867,127774569.4603867,127774569.4603867 
 10/22  11:00:00,588551815.8586552,18439714.285714285,197262423.21294109,0.0,0.0,287326674.36,83900671.19999999,1622332.8,18439714.285714285,103646066.42051617,103646066.42051617,103646066.42051617 
 10/22  12:00:00,588130849.6693838,18439714.285714285,197339141.90366943,0.0,0.0,288242522.28,83561176.80000003,548294.4,18439714.285714285,85383266.91325327,85383266.91325327,85383266.91325327 
 10/22  13:00:00,601664869.340283,18439714.285714285,203518475.6945688,0.0,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,70439580.13295964,70439580.13295964,70439580.13295964 
 10/22  14:00:00,620471033.4786214,18474359.25312068,226247354.9855008,34644.96740639726,0.0,291791858.04,83753427.59999994,204033.6,18439714.285714285,61183444.24195272,61183444.24195272,61183444.24195272 
 10/22  15:00:00,621589517.3218409,18682347.038654068,223572909.12318684,242632.75293978645,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,59175760.829801019,59175760.829801019,59175760.829801019 
 10/22  16:00:00,599948088.2520132,18780222.67696273,204587521.25505043,340508.39124844686,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,61359019.83104625,61359019.83104625,61359019.83104625 
 10/22  17:00:00,608143661.4778893,18535470.115835668,203285043.92205359,95755.83012138386,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,68301577.80079898,68301577.80079898,68301577.80079898 
 10/22  18:00:00,600519574.4127057,18439714.285714285,200556293.88699136,0.0,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,79573107.31655574,79573107.31655574,79573107.31655574 
 10/22  19:00:00,604186730.2281907,18439714.285714285,234613360.90247656,0.0,0.0,258573770.64,83783674.79999991,8776209.6,18439714.285714285,94522132.88739538,94522132.88739538,94522132.88739538 
 10/22  20:00:00,561719845.4457649,18439714.285714285,200024662.12005074,0.0,0.0,251447354.64000003,83023783.19999998,8784331.2,18439714.285714285,106763079.84163505,106763079.84163505,106763079.84163505 
 10/22  21:00:00,523517696.1084223,18439714.285714285,193649555.14270828,0.0,0.0,219765061.07999999,83037751.19999995,8625614.4,18439714.285714285,119049041.66055759,119049041.66055759,119049041.66055759 
 10/22  22:00:00,339033325.08436176,18439714.285714285,100311136.83864743,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18439714.285714285,127051208.02589968,127051208.02589968,127051208.02589968 
 10/22  23:00:00,255624793.92152459,18577928.57142857,76370950.03009577,0.0,0.0,72104182.92,79903436.40000008,8668296.0,18577928.57142857,137630773.94707523,137630773.94707523,137630773.94707523 
 10/22  24:00:00,242411192.68100424,18716142.85714286,71822338.34386127,0.0,0.0,71269399.08,74723965.2,5879347.2,18716142.85714286,155634955.57971443,155634955.57971443,155634955.57971443 
 10/23  01:00:00,240363368.96277175,18716142.85714286,74722892.10562869,0.0,0.0,71225798.4,72118421.99999997,3580113.6000000007,18716142.85714286,161709121.23383875,161709121.23383875,161709121.23383875 
 10/23  02:00:00,241058725.01377846,18716142.85714286,74618346.87663546,0.0,0.0,71146043.28,72984211.19999999,3593980.8000000005,18716142.85714286,165387242.57509459,165387242.57509459,165387242.57509459 
 10/23  03:00:00,239612262.53776897,18716142.85714286,72516324.76062596,0.0,0.0,71177013.72,73610485.19999999,3592296.0,18716142.85714286,177461803.81459413,177461803.81459413,177461803.81459413 
 10/23  04:00:00,241035551.9808492,18716142.85714286,72431095.76370619,0.0,0.0,71417849.75999999,74879852.39999996,3590611.2,18716142.85714286,176285724.16904757,176285724.16904757,176285724.16904757 
 10/23  05:00:00,242255697.53185538,18716142.85714286,72238198.1147123,0.0,0.0,72407216.16,75312471.60000006,3581668.8000000005,18716142.85714286,172486655.04992125,172486655.04992125,172486655.04992125 
 10/23  06:00:00,251343444.41570197,18716142.85714286,73700457.39855898,0.0,0.0,75165766.56,77202194.39999996,6558883.200000001,18716142.85714286,168528724.55525155,168528724.55525155,168528724.55525155 
 10/23  07:00:00,405589626.77091279,18716142.85714286,151112585.31376983,0.0,0.0,146805460.2,80247873.59999995,8707564.799999999,18716142.85714286,160931718.70013399,160931718.70013399,160931718.70013399 
 10/23  08:00:00,455971371.8241727,18716142.85714286,191447997.92702956,0.0,0.0,156021643.44,83338419.60000007,6447168.0,18716142.85714286,157373264.88787777,157373264.88787777,157373264.88787777 
 10/23  09:00:00,515037733.1758794,18716142.85714286,175220729.35873652,0.0,0.0,234595960.56,84053905.20000009,2450995.2,18716142.85714286,142790802.83725957,142790802.83725957,142790802.83725957 
 10/23  10:00:00,602148010.1394146,18637163.265306124,198248244.31410856,0.0,0.0,299146505.76,84613298.39999993,1502798.4,18637163.265306124,119158790.48935882,119158790.48935882,119158790.48935882 
 10/23  11:00:00,588836060.8236288,18439714.285714285,197546668.1779145,0.0,0.0,287326674.36,83900671.19999999,1622332.8,18439714.285714285,95302732.02907579,95302732.02907579,95302732.02907579 
 10/23  12:00:00,588031359.0629009,18439714.285714285,197239651.29718665,0.0,0.0,288242522.28,83561176.80000003,548294.4,18439714.285714285,75681293.94421666,75681293.94421666,75681293.94421666 
 10/23  13:00:00,601058527.0502755,18439714.285714285,202912133.40456123,0.0,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,65665383.87805025,65665383.87805025,65665383.87805025 
 10/23  14:00:00,618136141.5923396,24990918.89341467,217395903.45892514,6551204.607700389,0.0,291791858.04,83753427.59999994,204033.6,18439714.285714285,54864729.84191686,54864729.84191686,54864729.84191686 
 10/23  15:00:00,631417416.5120797,26982446.755989426,225100708.5960902,8542732.470275142,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,55220273.53977583,55220273.53977583,55220273.53977583 
 10/23  16:00:00,609478092.2231668,27029579.919152529,205868167.98401425,8589865.633438245,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,56008038.3931542,56008038.3931542,56008038.3931542 
 10/23  17:00:00,617466190.9094952,25269507.92470417,205873535.54479126,6829793.638989889,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,57122953.43066532,57122953.43066532,57122953.43066532 
 10/23  18:00:00,604761452.2781924,19890708.88609639,203347177.15209598,1450994.60038211,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,60969252.48144639,60969252.48144639,60969252.48144639 
 10/23  19:00:00,612417419.1981853,18439714.285714285,242844049.87247134,0.0,0.0,258573770.64,83783674.79999991,8776209.6,18439714.285714285,65294289.439237628,65294289.439237628,65294289.439237628 
 10/23  20:00:00,566109642.3081875,18439714.285714285,204414458.98247347,0.0,0.0,251447354.64000003,83023783.19999998,8784331.2,18439714.285714285,73477885.36760845,73477885.36760845,73477885.36760845 
 10/23  21:00:00,527424903.2516716,18439714.285714285,197556762.28595758,0.0,0.0,219765061.07999999,83037751.19999995,8625614.4,18439714.285714285,84469067.53638923,84469067.53638923,84469067.53638923 
 10/23  22:00:00,342831635.04340866,18439714.285714285,104109446.79769434,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18439714.285714285,91081763.47686085,91081763.47686085,91081763.47686085 
 10/23  23:00:00,265562998.9148268,18469331.632653059,86417751.96217349,0.0,0.0,72104182.92,79903436.40000008,8668296.0,18469331.632653059,102281061.06149319,102281061.06149319,102281061.06149319 
 10/23  24:00:00,246251420.83004684,18716142.85714286,75662566.49290383,0.0,0.0,71269399.08,74723965.2,5879347.2,18716142.85714286,113123944.02247644,113123944.02247644,113123944.02247644 
 10/24  01:00:00,244558069.21004028,18716142.85714286,78917592.35289726,0.0,0.0,71225798.4,72118421.99999997,3580113.6000000007,18716142.85714286,113735443.65399939,113735443.65399939,113735443.65399939 
 10/24  02:00:00,245588846.5667419,18716142.85714286,79148468.42959896,0.0,0.0,71146043.28,72984211.19999999,3593980.8000000005,18716142.85714286,113239841.94054668,113239841.94054668,113239841.94054668 
 10/24  03:00:00,246161550.88389046,18716142.85714286,79065613.1067475,0.0,0.0,71177013.72,73610485.19999999,3592296.0,18716142.85714286,114444242.3807932,114444242.3807932,114444242.3807932 
 10/24  04:00:00,247270432.81149964,18716142.85714286,78665976.59435667,0.0,0.0,71417849.75999999,74879852.39999996,3590611.2,18716142.85714286,118963887.70876795,118963887.70876795,118963887.70876795 
 10/24  05:00:00,247540260.94796015,18716142.85714286,77522761.53081705,0.0,0.0,72407216.16,75312471.60000006,3581668.8000000005,18716142.85714286,117607052.49241369,117607052.49241369,117607052.49241369 
 10/24  06:00:00,255923759.25730203,18716142.85714286,78280772.24015902,0.0,0.0,75165766.56,77202194.39999996,6558883.200000001,18716142.85714286,114477017.43065469,114477017.43065469,114477017.43065469 
 10/24  07:00:00,410743498.1688541,18716142.85714286,156266456.71171124,0.0,0.0,146805460.2,80247873.59999995,8707564.799999999,18716142.85714286,117535812.4211419,117535812.4211419,117535812.4211419 
 10/24  08:00:00,460297270.6284723,18716142.85714286,195773896.73132936,0.0,0.0,156021643.44,83338419.60000007,6447168.0,18716142.85714286,123617141.10527885,123617141.10527885,123617141.10527885 
 10/24  09:00:00,517214358.1690692,18716142.85714286,177397354.35192628,0.0,0.0,234595960.56,84053905.20000009,2450995.2,18716142.85714286,120890480.05748658,120890480.05748658,120890480.05748658 
 10/24  10:00:00,604643064.672631,18577928.57142857,200802533.54120256,0.0,0.0,299146505.76,84613298.39999993,1502798.4,18577928.57142857,101529878.90048445,101529878.90048445,101529878.90048445 
 10/24  11:00:00,591752506.8258514,18439714.285714285,200463114.1801372,0.0,0.0,287326674.36,83900671.19999999,1622332.8,18439714.285714285,81233435.61813745,81233435.61813745,81233435.61813745 
 10/24  12:00:00,589397882.5644544,18439714.285714285,198606174.79874013,0.0,0.0,288242522.28,83561176.80000003,548294.4,18439714.285714285,70414656.24291012,70414656.24291012,70414656.24291012 
 10/24  13:00:00,603799338.9863069,19247427.648940565,204845231.9773665,807713.3632262792,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,56453881.543710667,56453881.543710667,56453881.543710667 
